0 201
1 138
2 94
3 76
4 53
5 50
6 46
7 43
8 18
9 25
10 40
11 35
12 12
13 27
14 22
15 34
16 24
17 10
18 10
19 19
20 33
21 26
22 7
23 24
24 3
25 19
26 15
27 26
28 15
29 0
30 25
31 7
32 14
33 1
34 14
35 16
36 8
37 5
38 0
39 1
40 14
41 19
42 4
43 5
44 12
45 11
46 2
47 0
48 8
49 32
50 5
51 11
52 8
53 0
54 0
55 0
56 0
57 0
58 0
59 7
60 2
61 5
62 10
63 0
64 0
65 0
66 0
67 0
